407,434
620,498
81,928
841,181
124,880
816,649
438,292
470,931
663,595
911,400
50,525
911,576
641,918
573,432
781,0
935,722
344,536
513,144
403,527
132,832
17,228
902,512
830,559
540,951
35,469
50,256
940,65
833,466
509,979
433,263
478,134
913,486
953,1
942,504
86,340
24,667
963,771
492,680
786,69
202,729
93,967
878,863
600,860
147,807
989,804
475,236
209,610
354,615
286,26
306,955
584,24
483,34
373,382
305,487
859,791
552,447
451,187
185,822
847,788
822,457
967,510
527,463
558,282
483,377
519,122
677,678
579,892
720,403
12,737
326,339
47,930
70,658
51,51
982,848
395,123
663,466
77,753
201,40
659,883
368,357
696,823
393,230
595,212
362,795
207,540
116,258
834,26
260,293
52,418
598,83
136,190
993,23
500,635
503,784
361,596
316,841
518,677
787,100
982,682
84,980
764,218
633,392
157,479
232,451
590,660
317,159
276,679
489,330
507,402
683,960
857,129
371,576
10,93
37,56
493,688
345,855
784,967
338,356
875,839
990,702
837,427
544,339
594,313
123,466
498,202
604,473
783,245
461,817
677,625
936,367
841,760
572,701
238,288
812,866
206,752
852,954
441,62
884,806
496,675
0,393
820,841
439,776
121,713
346,13
635,836
656,987
646,422
3,513
514,218
482,450
715,130
619,738
272,990
653,743
670,905
497,331
774,312
961,673
622,872
614,831
470,337
799,659
177,380
451,958
579,12
978,824
703,960
55,323
220,268
540,530
598,181
505,149
306,581
587,3
542,905
571,155
53,333
248,41
